Name,Height,Weight
Zydrunas_Ilgauskas,2.2098,117936.0
Özge_Kavurmacıoğlu,1.8796,77112.0
İzzet_Türkyılmaz,2.1336,95256.0
Álex_Abrines,1.9812,86184.0
Álex_Mumbrú,2.0193,106596.0
Álex_Suárez,2.0574,92080.8
Álex_Urtasun,1.94945,90720.0
İlkan_Karaman,2.0574,115214.4
Ludvig_Håkanson,1.9,88500.0
Luigi_Datome,2.03,98000.0
Luis_Flores_(basketball),1.8796,92988.0
Luis_Montero,2.0066,81648.0
Luis_Scola,2.0574,108864.0
Luka_Babić,2.0066,97977.6
Luka_Bogdanović,2.04,100000.0
Luka_Dončić,1.9812,88452.0
Luka_Drča,1.95,90000.0
Luka_Mitrović,2.06,102060.0
Luka_Vončina,1.9304,88452.0
Luka_Žorić,2.1082,109771.2
Lukas_Brazdauskis,2.032,86184.0
Lukas_Lekavičius,1.8288,75751.2
Luke_Babbitt,2.0574,102060.0
Luke_Bonner,2.159,108864.0
Luke_Hancock,1.9812,90720.0
Luke_Harangody,2.032,108864.0
Luke_Jackson_(basketball),2.0066,97524.0
Luke_Kendall,1.9304,89812.8
Luke_Nevill,2.1844,120204.0
Luke_Payne,1.8796,83916.0
Luke_Ridnour,1.8796,79380.0
Luke_Sikma,2.032,106596.0
Luke_Walton,2.032,106596.0
Luke_Whitehead,1.9812,99792.0
Luke_Witte,2.1336,106596.0
Luke_Zeller,2.1082,111132.0
Lukša_Andrić,2.0955,124740.0
Luol_Deng,2.0574,99792.0
Lusia_Harris,1.905,83916.0
Luther_Burden,1.8796,83916.0
Luther_Green,2.0066,86184.0
Luther_Head,1.905,83916.0
Luther_Rackley,2.0827999999999998,99792.0
Luther_Wright,2.1844,122472.0
Luís_Costa,1.93,93000.0
Luísa_Tomás,1.92,82000.0
Lynbert_Johnson,1.9812,88452.0
Lynn_Greer,1.8542,81648.0
Lynn_Shackelford,1.9558,86184.0
Léo_Westermann,1.97,86000.0
Lý_Hoàng_Sơn,1.8288,77112.0
L._D._Williams,1.9304,95256.0
L._J._Peak,1.9558,96163.2
LA_Revilla,1.7272,74844.0
LA_Tenorio,1.7272,74844.0
LaBradford_Smith,1.905,90720.0
LaDontae_Henton,1.9812,97524.0
LaMarcus_Aldridge,2.1082,108864.0
LaMarr_Greer,1.9558,102060.0
LaMonte_Ulmer,1.9812,97977.6
LaPhonso_Ellis,2.032,108864.0
LaQuinton_Ross,2.032,99792.0
LaRon_Dendy,2.0574,104328.0
LaRue_Martin,2.1082,94348.8
LaSalle_Thompson,2.0827999999999998,111132.0
LaToya_Thomas,1.8796,74844.0
LaVell_Blanchard,2.0066,104781.6
LaceDarius_Dunn,1.9304,92988.0
Laimonas_Kisielius,2.032,97977.6
Lamar_Butler,1.8796,77112.0
Lamar_Green,2.0066,95256.0
Lamar_Odom,2.0827999999999998,104328.0
Lamar_Patterson,1.9558,96163.2
Lamayn_Wilson,2.032,99792.0
Lamond_Murray,2.0066,104328.0
Lamont_Barnes,2.0827999999999998,108773.28
Lamont_Hamilton,2.0827999999999998,115668.0
Lamont_Jones,1.8288,88905.6
Lamont_Mack,2.0066,104328.0
Lamont_Middleton,1.905,92534.4
Lamont_Strothers,1.9304,86184.0
Lanard_Copeland,1.9812,87998.4
Lancaster_Gordon,1.905,83916.0
Lance_Allred,2.1082,115668.0
Lance_Blanks,1.9304,86184.0
Lance_Jeter,1.905,101606.4
Lance_Stephenson,1.9558,104328.0
Lance_Thomas,2.032,106596.0
Lance_Williams_(basketball),2.06,113000.0
Landon_Milbourne,2.0066,95256.0
Landry_Fields,2.0066,97524.0
